source_provider,unified_city,unified_district,unified_lat,unified_lon
Aytemiz,Trabzon,Maçka,40.873635,39.684254
Aytemiz,Trabzon,Akçaabat,41.056593,39.530573
Aytemiz,Trabzon,Tonya,40.911308,39.288769
Aytemiz,Trabzon,Maçka,40.808707,39.600916
Aytemiz,Trabzon,Akçaabat,40.994882,39.569653
Aytemiz,Trabzon,Arsın,40.963032,39.988883
Aytemiz,Trabzon,Akçaabat,41.015511,39.594538
Aytemiz,Trabzon,Beşıkdüzü,41.064368,39.215981
Aytemiz,Trabzon,Araklı,40.93225,40.065199
Aytemiz,Trabzon,Ortahısar,40.983954,39.749416
Aytemiz,Trabzon,Trabzon,40.991609,39.791169
Aytemiz,Trabzon,Yomra,40.964106,39.837817
Aytemiz,Trabzon,Of,40.966254,40.302308
Aytemiz,Trabzon,Ortahısar,40.99636,39.673249
Aytemiz,Trabzon,Ortahısar,41.0006,39.7395
Aytemiz,Trabzon,Vakfıkebır,41.039087,39.280234
Aytemiz,Trabzon,Trabzon,40.984491,39.823104
Aytemiz,Trabzon,Akçaabat,41.067223,39.516242
Aytemiz,Trabzon,Yomra,40.979065,39.749948
Aytemiz,Trabzon,Arsın,40.9533,39.9084
Aytemiz,Trabzon,Akçaabat,40.970453,39.528476
Aytemiz,Uşak,Uşak,38.67843,29.450074
Aytemiz,Uşak,Esme,38.327307,28.915029
Aytemiz,Uşak,Banaz,38.681188,29.636446
Aytemiz,Uşak,Uşak,38.6767,29.2555
Aytemiz,Van,Van,38.50736,43.379549
Aytemiz,Van,Ercış,39.014599,43.389659
Aytemiz,Van,Edremıt,38.317804,43.175433
Aytemiz,Van,Özalp,38.657666,43.99106
Aytemiz,Van,Ercış,38.5129,43.3746
Aytemiz,Yalova,Yalova,40.484462,28.884966
Aytemiz,Yalova,Yalova,40.680752,29.396174
Aytemiz,Yalova,Yalova,40.619975,29.271007
Aytemiz,Yalova,Çıftlıkköy,40.682668,29.40296
Aytemiz,Yozgat,Akdağmadenı,39.659545,35.883444
Aytemiz,Yozgat,Yozgat,39.860623,34.933862
Aytemiz,Yozgat,Çayıralan,39.302211,35.619196
Aytemiz,Yozgat,Sorgun,39.685026,35.424835
Aytemiz,Yozgat,Yozgat,39.834645,34.778219
Aytemiz,Yozgat,Yozgat,39.823914,34.817904
Aytemiz,Yozgat,Yozgat,39.817645,34.786942
Aytemiz,Yozgat,Çandır,39.229868,35.482342
Aytemiz,Yozgat,Kadışehrı,39.972076,35.848651
Aytemiz,Yozgat,Boğazlıyan,39.1881,35.2441
Aytemiz,Yozgat,Sorgun,39.7901,35.2318
Aytemiz,Zonguldak,Devrek,41.262492,32.034809
Aytemiz,Zonguldak,Çaycuma,41.416714,32.093801
Aytemiz,Zonguldak,Ereğlı,41.271327,31.542867
Aytemiz,Zonguldak,Zonguldak,41.451373,31.758127
Aytemiz,Zonguldak,Ereğlı,41.22138273799917,31.40941638459084
Turkiye_petrolleri,Adıyaman,Merkez,37.7341,38.2354
Turkiye_petrolleri,Sakarya,Erenler,40.7409,30.4277
Turkiye_petrolleri,Manisa,Alaşehir,38.33327,28.56159
Turkiye_petrolleri,Yozgat,Şefaatli,39.5040131,34.75717
Turkiye_petrolleri,Afyonkarahisar,Merkez,38.7779,30.4983
Turkiye_petrolleri,Çorum,Sungurlu,40.3369,34.4198
Turkiye_petrolleri,Hatay,Reyhanlı,36.2587,36.5896
Turkiye_petrolleri,Ankara,Polatlı,39.5757,31.9515
Turkiye_petrolleri,İzmir,Bornova,38.45873,27.2479153
Turkiye_petrolleri,Konya,Karatay,37.98308,32.7228546
Turkiye_petrolleri,Hatay,İskenderun,36.62969,36.1986771
Turkiye_petrolleri,Tokat,Zile,40.3084,35.9014
Turkiye_petrolleri,Kocaeli,Körfez,40.77587,29.7208672
Turkiye_petrolleri,Sivas,Merkez,39.7535,37.0559
Turkiye_petrolleri,Ankara,Etimesgut,39.9587,32.688
Turkiye_petrolleri,Tekirdağ,Çorlu,41.17146,27.80061
Turkiye_petrolleri,Gaziantep,Nurdağı,37.1806374,36.7499123
Turkiye_petrolleri,Gaziantep,Araban,37.4238739,37.6480179
Turkiye_petrolleri,Gaziantep,Oğuzeli,36.9473839,37.515873
Turkiye_petrolleri,Kocaeli,İzmit,40.76746,29.95932
Turkiye_petrolleri,Kütahya,Tavşanlı,39.533,29.4748173
Turkiye_petrolleri,İstanbul,Pendik,40.8861122,29.23611
Turkiye_petrolleri,Tokat,Erbaa,40.68081,36.5716
Turkiye_petrolleri,Denizli,Bekilli,38.2694,29.3509
Turkiye_petrolleri,Çorum,Merkez,40.6134,35.1269
Turkiye_petrolleri,Kırıkkale,Keskin,39.7005,33.5878
Turkiye_petrolleri,Isparta,Merkez,37.8879433,30.72069
Turkiye_petrolleri,Sivas,Merkez,39.7281532,37.01441
Turkiye_petrolleri,Van,Erciş,39.0044,43.3132
Turkiye_petrolleri,Zonguldak,Ereğli,41.1757,31.5083
Turkiye_petrolleri,Mersin,Mezitli,36.9098,34.3827
Turkiye_petrolleri,Mardin,Kızıltepe,37.18518,40.598175
Turkiye_petrolleri,Edirne,Keşan,40.8742447,26.6389027
Turkiye_petrolleri,Antalya,Serik,36.9171143,31.06643
Turkiye_petrolleri,Bolu,Mengen,40.9260826,32.1808357
Turkiye_petrolleri,Kırklareli,Lüleburgaz,41.36863,27.4102917
Turkiye_petrolleri,Şırnak,Uludere,37.3773,42.9823875
Turkiye_petrolleri,Gaziantep,Oğuzeli,36.9861259,37.4595833
Turkiye_petrolleri,Mersin,Akdeniz,36.8169975,34.8108826
Turkiye_petrolleri,Çorum,Merkez,40.52988,34.92188
Turkiye_petrolleri,Çorum,Merkez,40.57093,34.9630432
Turkiye_petrolleri,İstanbul,Sarıyer,41.1131859,29.0555611
Turkiye_petrolleri,Konya,Çeltik,39.0225754,31.7819347
Turkiye_petrolleri,Balıkesir,Edremit,39.59889,27.0
Turkiye_petrolleri,Aksaray,Merkez,38.36173,33.9917679
Turkiye_petrolleri,Gaziantep,Nurdağı,37.16341,36.83544
Turkiye_petrolleri,Eskişehir,Mahmudiye,39.4769363,30.9899368
Turkiye_petrolleri,Aydın,Kuşadası,37.87038,27.2746849
Turkiye_petrolleri,Isparta,Merkez,37.7493,30.4592
Turkiye_petrolleri,Burdur,Bucak,37.4294243,30.46544
Turkiye_petrolleri,Mersin,Toroslar,36.8219452,34.61222
Turkiye_petrolleri,Konya,Karatay,38.0026245,32.78462
Turkiye_petrolleri,Bursa,Gemlik,40.4094429,29.1275
Turkiye_petrolleri,Iğdır,Merkez,39.9730072,43.92893
Turkiye_petrolleri,Ankara,Çubuk,40.12063,32.9983
Turkiye_petrolleri,Nevşehir,Hacıbektaş,38.8674431,34.4597244
Turkiye_petrolleri,Osmaniye,Merkez,37.124,36.2039
Turkiye_petrolleri,Konya,Ereğli,37.5527,34.1031075
Turkiye_petrolleri,Yozgat,Sarıkaya,39.53553,35.3266335
Turkiye_petrolleri,Samsun,Vezirköprü,41.1304,35.4796
Turkiye_petrolleri,Denizli,Honaz,37.7609177,29.2752876
Turkiye_petrolleri,Batman,Merkez,37.8849449,41.13981
Turkiye_petrolleri,Adana,Yüreğir,38.7639,30.2988
Turkiye_petrolleri,Tokat,Pazar,40.2812,36.2871
Turkiye_petrolleri,Gaziantep,Nizip,37.025,37.9273
Turkiye_petrolleri,Osmaniye,Merkez,37.12164,36.3275871
Turkiye_petrolleri,Bursa,Keles,39.882,29.3202419
Turkiye_petrolleri,Muğla,Fethiye,36.63149,29.1498165
Turkiye_petrolleri,Edirne,İpsala,40.9061737,26.3752632
Turkiye_petrolleri,Çanakkale,Gelibolu,40.662693,26.8790836
Turkiye_petrolleri,Antalya,Korkuteli,37.035202,30.4493752
Turkiye_petrolleri,Tokat,Niksar,40.5298,36.9032
Turkiye_petrolleri,Samsun,Kavak,41.0761,36.069
Turkiye_petrolleri,Adana,Yüreğir,37.00683,35.36094
Turkiye_petrolleri,İstanbul,Arnavutköy,41.1892853,28.7428513
Turkiye_petrolleri,Samsun,Atakum,41.3108025,36.27577
Turkiye_petrolleri,İstanbul,Ataşehir,40.9791527,29.1047764
Turkiye_petrolleri,Muğla,Bodrum,37.0509,27.4476
Turkiye_petrolleri,Ankara,Çankaya,39.8979,32.8431
Turkiye_petrolleri,Ankara,Etimesgut,39.8926659,32.6743736
Turkiye_petrolleri,Ankara,Çankaya,39.8837,32.8394
Turkiye_petrolleri,Ankara,Mamak,39.9356651,32.8946571
Turkiye_petrolleri,İstanbul,Beyoğlu,41.0385,28.9733
Turkiye_petrolleri,Ankara,Etimesgut,39.9532,32.6367
Turkiye_petrolleri,Ordu,Fatsa,41.0616,37.4735
Turkiye_petrolleri,Kayseri,Kocasinan,38.757782,35.5587959
Turkiye_petrolleri,Kayseri,Talas,38.7137,35.5618
Turkiye_petrolleri,Kayseri,Talas,38.70769,35.57308
Turkiye_petrolleri,Muğla,Milas,37.1679,27.5942
Turkiye_petrolleri,Antalya,Muratpaşa,36.8599,30.7924
Turkiye_petrolleri,Bursa,Osmangazi,40.2344,29.0624
Turkiye_petrolleri,Ankara,Yenimahalle,39.9775276,32.76393
Turkiye_petrolleri,İstanbul,Silivri,41.07181,28.27659
Turkiye_petrolleri,Ankara,Sincan,39.9492,32.602
Turkiye_petrolleri,Sinop,Merkez,42.0245,35.1394
Turkiye_petrolleri,Gaziantep,Şahinbey,37.02659,37.32269
Turkiye_petrolleri,Sivas,Yıldızeli,39.8058548,36.15054
Turkiye_petrolleri,Amasya,Merzifon,40.87684,35.58972
Turkiye_petrolleri,Şanlıurfa,Viranşehir,37.2322121,39.79249
Turkiye_petrolleri,Trabzon,Sürmene,40.9046,40.10758
Turkiye_petrolleri,Çanakkale,Lapseki,40.23735,26.6028328
Turkiye_petrolleri,Samsun,Terme,41.2008,36.9708
Turkiye_petrolleri,Ankara,Ayaş,40.0187263,32.3288269
Turkiye_petrolleri,Antalya,Kepez,36.9137268,30.7163963
Turkiye_petrolleri,Elazığ,Merkez,38.5528,39.2507
Turkiye_petrolleri,Eskişehir,Merkez,39.80472,30.4875
Turkiye_petrolleri,Kırşehir,Akçakent,39.61672,34.0963974
Shell,Iğdır,Bodrum,37.010007,27.267088
Shell,Iğdır,Datça,36.763699,27.723933
Shell,Iğdır,Bodrum,37.05502,27.34875
Shell,Iğdır,Bodrum,37.055898,27.350957
Shell,Iğdır,Bodrum,37.0491,27.391251
Shell,Iğdır,Bodrum,37.037771,27.434645
Shell,Iğdır,Bodrum,37.103116,27.314983
Shell,Iğdır,Bodrum,37.04293,27.43235
Shell,Aydın,Didim,37.38875,27.250347
Shell,Iğdır,Marmaris,36.80125,28.219085
Shell,Iğdır,Milas,37.179761,27.609531
Shell,Iğdır,Milas,37.219454,27.662047
Shell,Iğdır,Marmaris,36.865172,28.274305
Shell,Iğdır,Marmaris,36.925456,28.2793
Shell,Iğdır,Mılas/,37.258579,27.736156
Shell,Aydın,Didim,37.389388,27.433409
Shell,Iğdır,Milas,37.288701,27.789083
Shell,Iğdır,Milas /,37.34155,27.734181
Shell,Iğdır,Milas,37.326038,27.778387
Shell,Iğdır,Ula,37.041171,28.381411
Shell,Iğdır,Ula,37.040085,28.385522
Shell,Aydın,Söke,37.563184,27.354399
Shell,Iğdır,Bayır,37.258928,28.221738
Shell,Iğdır,Yatağan,37.335803,28.123573
Shell,Iğdır,Yatağan,37.338662,28.136883
Shell,Aydın,Söke,37.691245,27.380841
Shell,Aydın,Kuşadası,37.717733,27.240807
Shell,Iğdır,Dalyan ortaca,36.834271,28.643121
Shell,Iğdır,Dalaman,36.793755,28.824476
Shell,Iğdır,Menteşe,37.134781,28.372931
Shell,Iğdır,Menteşe,37.13734,28.369933
Shell,Iğdır,Koycegız,36.966311,28.711458
Shell,Iğdır,Merkez,37.206011,28.342441
Shell,Iğdır,,37.252599,28.244979
Shell,Iğdır,Mentese,37.148483,28.506706
Shell,Aydın,Çine,37.58179,28.058756
Shell,Aydın,Çine,37.613781,28.058171
Shell,Iğdır,Fethiye,36.589511,29.154921
Shell,Iğdır,Fethiye,36.624845,29.131826
Shell,Iğdır,Fethıye,36.646253,29.131447
Shell,Antalya,Kaş,36.317164,29.330077
Shell,Iğdır,Fethiye,36.684041,29.112462
Shell,Iğdır,Seydıkemer,36.641044,29.331808
Shell,Antalya,Elmalı,36.6993,29.917
Shell,Denizli,Kale,37.454951,28.858341
Shell,Antalya,Merkez,36.318678,30.159192
Shell,Antalya,Kumluca,36.358807,30.28414
Shell,Antalya,Kumluca,36.367532,30.282923
Shell,Antalya,Kumluca,36.36357,30.29903
Shell,Burdur,Çavdır,37.156471,29.682321
Shell,Antalya,Kemer,36.519942,30.52731
Shell,Antalya,Kemer,36.5861,30.5422
Shell,Antalya,Kemer,36.59875,30.544535
Shell,Antalya,Göynük kemer,36.663513,30.549342
Shell,Antalya,Korkutelı,37.053244,30.234272
Shell,Antalya,Korkuteli,37.006268,30.360933
Shell,Burdur,Karamanlı,37.375151,29.833341
Shell,Denizli,Acıpayam,37.517025,29.303599
Shell,Denizli,Pamukkale,37.682281,29.222891
Shell,Denizli,Pamukkale,37.684348,29.222296
Shell,Denizli,Merkez,37.7584,29.1071
Shell,Antalya,Merkez,36.833422,30.596219
Shell,Antalya,Merkez,36.847379,30.608944
Shell,Antalya,Merkez,36.901129,30.637725
Shell,Antalya,Kepez /,36.907001,30.6498
Shell,Antalya,Muratpaşa,36.867611,30.725301
Shell,Antalya,,36.918206,30.672743
Shell,Antalya,Muratpaşa,36.855249,30.747299
Shell,Antalya,Muratpaşa,36.8809,30.7205
Shell,Antalya,Kepez,36.921256,30.674415
Shell,Antalya,,36.908613,30.691442
Shell,Antalya,,36.865086,30.741811
Shell,Antalya,Muratpasa/,36.9102,30.6967
Shell,Antalya,Muratpasa,36.887079,30.734314
Shell,Antalya,Muratpaşa,36.9127,30.7147
Shell,Antalya,Döşemelatı,37.006464,30.630418
Shell,Antalya,Yeşilbayır deşemealtı,37.012911,30.63233
Shell,Antalya,Muratpaşa,36.855772,30.795896
Shell,Antalya,Muratpaşa,36.908846,30.738097
Shell,Antalya,Muratpaşa,36.898861,30.763171
Shell,Antalya,Kepez,36.902538,30.758666
Shell,Antalya,Aksu,36.858407,30.860959
Shell,Antalya,Kepez,36.949796,30.708253
Shell,Antalya,Aksu,36.889504,30.8205
Shell,Antalya,Merkez,36.891757,30.82175
Shell,Antalya,Kepez,36.94189,30.733307
Shell,Antalya,Kepez,36.933112,30.775249
Shell,Antalya,Aksu,36.94776,30.837999
Shell,Antalya,Merkez,36.869549,31.021563
Shell,Antalya,Serık/,36.8916,31.007
Shell,Antalya,Serik,36.935516,30.95594
Shell,Antalya,Serik,36.925841,30.997291
Shell,Antalya,Serik,36.9178,31.066638
Shell,Antalya,Serik,36.915292,31.080238
Shell,Antalya,Merkez/,36.892308,31.236034
Shell,Antalya,Manavgat,36.811272,31.37534
Shell,Antalya,Manavgat,36.770703,31.489178
Shell,Antalya,Manavgat,36.729336,31.546743
Shell,Antalya,Alanya/,36.627744,31.760324
Shell,Antalya,Merkez,36.581188,31.897028
Shell,Antalya,Alanya,36.560251,31.950301
Shell,Antalya,Alanya,36.556651,31.979981
Shell,Antalya,Alanya,36.545488,32.02561
Shell,Antalya,Alanya,36.507,32.0755
Shell,Antalya,Alanya,36.542715,32.031218
Shell,Antalya,Gazipaşa,36.300519,32.284845
Shell,Antalya,Gazipaşa,36.279091,32.303201
Shell,Eskişehir,Anamur,36.083469,32.854481
Shell,Eskişehir,Bozyazı mersin,36.138649,33.162881
Shell,Konya,Hadım,36.990329,32.464637
Shell,Konya,Seydisehir,37.404727,31.870876
Shell,Eskişehir,Silifke / mersin,36.191927,33.612916
Shell,Eskişehir,Mut mersin,36.642164,33.440904
Shell,Karaman,Merkez,37.186038,33.182523
Shell,Karaman,Merkez,37.18069,33.226466
Shell,Eskişehir,Silifke mersin,36.375144,33.938767
Shell,Eskişehir,Silifke mersin,36.442707,34.109959
Shell,Eskişehir,Erdemli mersin,36.551628,34.240082
Shell,Eskişehir,Erdemli - mersin,36.603631,34.307101
Shell,Eskişehir,Erdemli mersin,36.652545,34.382683
Shell,Eskişehir,Erdemli mersin,36.6763,34.4107
Shell,Eskişehir,Mezıtlı,36.735001,34.516341
Shell,Eskişehir,Mezitli mersin,36.740914,34.518713
Shell,Eskişehir,Mezıtlı,36.744313,34.522903
Shell,Eskişehir,Mezitli mersin,36.756251,34.524017
Shell,Eskişehir,Yenişehir mersin,36.780232,34.545906
Shell,Eskişehir,,36.776971,34.574039
Shell,Eskişehir,Merkez mersin,36.785152,34.57436
Shell,Eskişehir,Yenişehir mersin,36.785344,34.578317
Shell,Eskişehir,Yenişehir mersin,36.79982,34.58065
Shell,Eskişehir,Yenişehir  mersin,36.800398,34.58252
Shell,Eskişehir,Toroslar mersin,36.804701,34.602241
Shell,Eskişehir,Merkez mersin,36.804921,34.616131
Shell,Eskişehir,Akdeniz mersin,36.808119,34.62201
Shell,Eskişehir,Akdeniz mersin,36.812091,34.633858
Shell,Eskişehir,Toroslar mersin,36.845001,34.587932
Shell,Eskişehir,Merkez mersin,36.829594,34.651346
Shell,Eskişehir,Akdeniz - mersin,36.840001,34.704429
Shell,Eskişehir,Huzurkent tarsus mersin,36.881695,34.819853
Shell,Eskişehir,Tarsus mersin,36.906997,34.88241
Shell,Eskişehir,Tarsus-mersin,36.91945,34.868401
Shell,Eskişehir,Tarsus mersin,36.93264,34.892464
Shell,Eskişehir,Tarsus,36.929504,34.924733
Shell,Adana,Merkez,36.806716,35.334158
Shell,Eskişehir,Tarsus mersin,36.968611,35.041582
Shell,Adana,Seyhan,36.994319,35.212437
Shell,Adana,Seyhan,36.996691,35.246521
Shell,Adana,Merkez,36.996655,35.261418
Shell,Eskişehir,Tarsus mersin,37.136688,34.855584
Shell,Eskişehir,Tarsus mersin,37.136235,34.861373
Shell,Adana,Seyhan,36.994239,35.282396
Shell,Adana,Seyhan,36.980766,35.318951
Shell,Adana,Yüreğir,36.977501,35.339167
Shell,Adana,Seyhan,37.021968,35.254101
Shell,Adana,Seyhan,37.030182,35.254223
Shell,Adana,Seyhan,37.024056,35.278037
Shell,Adana,Yüreğir,36.987511,35.348771
Shell,Adana,Yüreğir,36.987683,35.352872
Shell,Adana,Seyhan,37.005062,35.330528
Shell,Adana,Seyhan,37.049941,35.269562
Shell,Hatay,Samandag,36.080647,35.985941
Shell,Hatay,Gözcüler iskenderun,36.415389,35.896992
Shell,Adana,Yüreğir,36.993783,35.390781
Shell,Adana,Seyhan,37.011342,35.330327
Shell,Adana,Yüreğir,36.978172,35.462592
Shell,Adana,Çukurova,37.032575,35.317146
Shell,Adana,Seyhan,37.018421,35.391471
Shell,Adana,Seyhan,37.035906,35.313556
Shell,Hatay,Defne,36.186999,36.122549
Shell,Hatay,Defne,36.2145,36.1244
Shell,Hatay,Merkez,36.208538,36.165533
Shell,Hatay,Güzelburç,36.245761,36.17466
Shell,Hatay,Antakya,36.25663,36.173072
Shell,Hatay,Antakya,36.339023,36.208319
Shell,Hatay,İskenderun,36.563423,36.135122
Shell,Hatay,Belen,36.461802,36.278891
Shell,Hatay,İskenderun,36.578928,36.162215
Shell,Hatay,İskenderun,36.582884,36.169918
Shell,Hatay,Kırıkhan /,36.488334,36.364614
Shell,Hatay,Kırıkhan,36.613683,36.421295
Shell,Adana,Sarıçam,36.970669,35.592324
Shell,Hatay,Dörtyol,36.846972,36.221419
Shell,Adana,Ceyhan,37.013438,35.821531
Shell,Adana,Ceyhan,37.018471,35.816189
Shell,Adana,Ceyhan,37.028561,35.81166
Shell,Hatay,Erzin,36.97285,36.13172
Shell,Hatay,Hassa,36.693515,36.477216
Shell,Gümüşhane,Toprakkale osmaniye,37.059113,36.116432
Shell,Gümüşhane,Merkez osmaniye,37.061096,36.220188
Shell,Gümüşhane,Merkez osmaniye,37.076766,36.252426
Shell,Gümüşhane,Merkez osmaniye,37.095295,36.288795
Shell,Kılıs,Merkez / kilis,36.714846,37.100952
Shell,Adana,İmamoğlu,37.238911,35.642052
Shell,Gümüşhane,Kadirli osmaniye,37.364605,36.052087
Shell,Gaziantep,Nurdagı,36.7675,37.2002
Shell,Gaziantep,Sehıtkamıl,36.9474,37.3855
Shell,Gaziantep,Şahinbey gaziantep,37.015576,37.360237
Shell,Gaziantep,Şehitkamil gaziantep,37.045945,37.324396
Shell,Gaziantep,Şehitkamil gaziantep,37.055235,37.321347
Shell,Gaziantep,Şahinbey gaziantep,37.039089,37.379242
Shell,Gaziantep,Şehitkamil gaziantep,37.063033,37.33522
Shell,Gaziantep,Şehitkamil gaziantep,37.067847,37.360423
Shell,Gaziantep,Şahinbey gaziantep,37.03703,37.422512
Shell,Gaziantep,Gaziantep,37.041718,37.424652
Shell,Gaziantep,Merkez gaziantep,37.070437,37.372723
Shell,Gaziantep,Sehitkamil gaziantep,37.093933,37.327338
Shell,Gaziantep,Sehıtkamıl,37.079795,37.36675
Shell,Gaziantep,Şehitkamil gaziantep,37.075171,37.375618
Shell,Gaziantep,Şahinbey gaziantep,37.056198,37.41106
Shell,Gaziantep,Şehitkamil gaziantep,37.083796,37.360334
Shell,Gaziantep,Şahinbey,37.073136,37.395555
Shell,Gaziantep,Şehitkamil gaziantep,37.068377,37.41466
Shell,Gaziantep,Şehitkamil gaziantep,37.086698,37.39781
Shell,Gaziantep,Şehitkamil gaziantep,37.137852,37.302122
Shell,Gaziantep,Merkez gaziantep,37.140071,37.300542
Shell,Gaziantep,Şehitkamil gaziantep,37.158158,37.283808
Shell,Gaziantep,Şehitkamil  gaziantep,37.175019,37.279381
Shell,Gaziantep,Şehitkamil gaziantep,37.083906,37.425899
Shell,Gaziantep,Şehitkamil gaziantep,37.097616,37.413594
Shell,Gaziantep,Sehıtkamıl,37.102129,37.403129
Shell,Gaziantep,Nizip gaziantep,36.9968,37.7957
Shell,Gaziantep,Nizip / gaziantep,37.010138,37.798574
Shell,Gaziantep,Nizip - gaziantep,37.009499,37.850232
Shell,Kahramanmaras,Pazarcık,37.383995,37.134831
Shell,Iğdır,Haliliye şanlıurfa,37.19799,38.56103
Shell,Iğdır,Haliliye şanlıurfa,37.1982,38.56551
Shell,Kahramanmaras,Türkoğlu,37.390313,36.851257
Shell,Kahramanmaras,Pazarcık,37.505751,37.343988
Shell,Iğdır,Eyyübiye şanlıurfa,37.028812,38.879961
Shell,Iğdır,Merkez şanlıurfa,37.142279,38.734538
Shell,Iğdır,Eyyübıye,37.117208,38.81872
Shell,Iğdır,Merkez şanlıurfa,37.160614,38.799358
Shell,Iğdır,Haliliye şanlıurfa,37.156031,38.823586
Shell,Iğdır,Haliliye şanlıurfa,37.157667,38.822679
Shell,Iğdır,Halılıye,37.162833,38.831686
Shell,Iğdır,Karaköprü/,37.192018,38.795946
Shell,Iğdır,Şanlıurfa karaköprü,37.207422,38.774054
Shell,Iğdır,Karaköprü şanlıurfa,37.211897,38.796921
Shell,Iğdır,Haliliye şanlıurfa,37.159843,38.962894
Shell,Iğdır,Karaköprü,37.286694,38.795239
Shell,Adıyaman,Merkez,37.733295,38.212357
Shell,Iğdır,Viranşehir şanlıurfa,37.226594,39.743714
Shell,Iğdır,Viranşehir şanlıurfa,37.228028,39.773862
Shell,Iğdır,Hilvan şanlıurfa,37.593022,38.971693
Shell,Adıyaman,Merkez,37.763268,38.279771
Shell,Adıyaman,,37.763795,38.274943
Shell,Gümüşhane,Kızıltepe,37.19136,40.513634
Shell,Iğdır,Siverek şanlıurfa,37.729528,39.296447
Shell,Gümüşhane,Kızıltepe,37.22361,40.62486
Shell,Adıyaman,Kahta,37.79881,38.61207
Shell,Gümüşhane,Merkez,37.292671,40.711543
Shell,Gümüşhane,Artuklu,37.336307,40.694131
Shell,Gümüşhane,Artuklu,37.319902,40.730771
Shell,Gümüşhane,Merkez,37.316108,40.754959
Shell,Gümüşhane,Merkez,37.337305,40.784975
Shell,Gümüşhane,Nusaybin,37.102648,41.117856
Shell,Diyarbakır,Bağlar diyarbakır,37.809422,40.236221
Shell,Diyarbakır,Kayapınar  diyarbakır,37.889347,40.003635
Shell,Diyarbakır,Kayapınar,37.891138,40.007204
Shell,Diyarbakır,Bağlar diyarbakır,37.869566,40.221231
Shell,Diyarbakır,Merkez diyarbakır,37.918501,40.139381
Shell,Diyarbakır,Baglar,37.91709,40.18311
Shell,Diyarbakır,Yenişehir diyarbakır,37.910325,40.226539
Shell,Diyarbakır,Yenişehir diyarbakır,37.911489,40.223503
Shell,Diyarbakır,Merkez diyarbakır,37.918293,40.200283
Shell,Diyarbakır,Kayapınar / diyarbakır,37.933754,40.156085
Shell,Diyarbakır,Merkez diyarbakır,37.926698,40.189398
Shell,Diyarbakır,,37.938142,40.171306
Shell,Diyarbakır,Yenişehir diyarbakır,37.934011,40.210985
Shell,Diyarbakır,Yenişehir diyarbakır,37.93594,40.208022
Shell,Diyarbakır,Kayapınar diyarbakır,37.94818,40.1584
Shell,Diyarbakır,Diyarbakır,37.955742,40.188641
Shell,Diyarbakır,Merkez diyarbakır,37.976914,40.159254
Shell,Diyarbakır,Merkez diyarbakır,37.979313,40.153109
Shell,Gümüşhane,Mıdyat,37.421225,41.349894
Shell,Diyarbakır,Bismil diyarbakır,37.845289,40.702798
Shell,Diyarbakır,Sur diyarbakır,37.9879,40.3722
Shell,Batman,Merkez,37.892406,41.12994
Shell,Batman,Merkez,37.881775,41.165596
Shell,Batman,Merkez,37.907013,41.118591
Shell,Iğdır,Cizre şırnak,37.312443,42.192009
Shell,Batman,Merkez,37.917826,41.142516
Shell,Iğdır,Şırnak merkez,37.503498,42.41835
Shell,Karabük,Merkez siirt,37.940897,41.916453
Shell,Batman,Kozluk,38.168011,41.481395
Shell,Hakkari,Merkez,37.559254,43.752764
Shell,Bitlis,Tatvan / bitlis,38.507123,42.226975
Shell,Bitlis,Tatvan bitlis,38.512295,42.277619
Shell,Diyarbakır,Ergani / diyarbakır,38.272217,39.750934
Shell,Karabük,Merkez,38.734936,41.555605
Shell,Karabük,Merkez,38.74918,41.503163
Shell,Hakkari,Yüksekova,37.576392,44.193141
Shell,Van,Edremıt/,38.42987,43.304855
Shell,Van,Merkez,38.468751,43.348133
Shell,Van,İpekyolu,38.483293,43.362062
Shell,Van,İpekyolu,38.482931,43.390639
Shell,Van,Merkez,38.501463,43.373469
Shell,Van,İpekyolu,38.505968,43.386659
Shell,Van,Tuşba,38.520301,43.363578
Shell,Van,Merkez,38.555976,43.316557
Shell,Van,Erciş,39.022092,43.374691
Shell,Ağrı,Doğubayazıt ağrı,39.556822,44.083309
Shell,Ağrı,Merkez / ağrı,39.7138,43.0247
Shell,Ağrı,Merkez,39.71871,43.033642
Shell,Ağrı,Merkez ağrı,39.723989,42.982205
Shell,Iğdır,Merkez  ığdır,39.936323,44.071615
Shell,Kars,Merkez,40.574684,43.106893
Shell,Kars,Merkez,40.602221,43.087664
Shell,Kars,Merkez,40.610114,43.09828
Shell,Aydın,Kuşadası,37.739361,27.294317
Shell,Aydın,Söke,37.7617,27.381776
Shell,Aydın,Söke,37.750489,27.415597
Shell,Aydın,Kuşadası,37.809451,27.281644
Shell,Aydın,Kuşadası,37.812881,27.279639
Shell,Aydın,Kuşadası,37.819886,27.267124
Shell,Aydın,Kuşadası,37.8919,27.273349
Shell,İzmir,Aydın söke,37.798837,27.470064
Shell,Aydın,Koçarlı,37.765512,27.708626
Shell,Aydın,Ortaklar germencik,37.886902,27.494003
Shell,Aydın,Çine,37.690892,27.991944
Shell,Denizli,Merkez,37.788198,29.087477
Shell,Denizli,Merkez,37.795711,29.103761
Shell,Denizli,Merkez,37.800525,29.022009
Shell,Denizli,Gümüşler,37.807487,29.069591
Shell,Denizli,Merkezefendı,37.810156,29.034431
